5160,-7.016775,41.172582
5180,-6.832811,41.113507
5040,-7.885568,41.189681
5360,-7.159487,41.321677
6260,-7.520092,40.391135
6270,-7.711090,40.395313
7050,-8.296118,38.648494
7080,-8.477183,38.679304
7250,-7.360085,38.632157
7320,-7.493329,39.464541
7595,-8.288290,38.261549
7490,-8.088811,38.918898
7670,-8.291089,37.639777
8365,-8.320218,37.157323
8150,-7.878653,37.195673
8600,-8.728074,37.151891
4350,-8.579443,41.168846
2700,-9.232593,38.760951
1885,-9.104101,38.778838
1400,-9.212907,38.706511
2685,-9.113467,38.791218
1500,-9.190955,38.741666
1600,-9.171277,38.762172
1685,-9.215977,38.806930
2070,-8.789616,39.145789
2305,-8.425854,39.607461
2400,-8.855759,39.756075
2495,-8.674167,39.620898
2520,-9.342581,39.367942
2665,-9.238657,38.951282
2550,-9.067562,39.234897
2650,-9.227788,38.778097
2890,-8.915869,38.735640
2675,-9.182318,38.791237
3280,-8.195823,40.019933
3050,-8.441050,40.353758
3300,-8.056142,40.218538
3240,-8.438699,39.934143
3530,-7.720103,40.594893
3400,-7.863299,40.317373
3515,-7.931763,40.737498
3750,-8.395629,40.585995
3640,-7.500748,40.908838
3850,-8.495510,40.700095
4400,-8.639430,41.128891
3730,-8.336373,40.833547
4405,-8.634755,41.093219
4605,-8.173731,41.266721
4495,-8.745579,41.414073
4435,-8.550996,41.184105
4625,-8.178459,41.114913
4460,-8.654970,41.199199
4520,-8.551830,40.927911
4750,-8.621984,41.576606
4890,-8.030476,41.400947
4830,-8.253599,41.588105
4990,-8.587506,41.757381
4770,-8.466566,41.425273
5150,-7.106615,41.031598
5200,-6.661990,41.330963
5050,-7.753454,41.180063
6030,-7.663831,39.680928
6050,-7.667644,39.522843
5225,-6.438607,41.439395
5230,-6.530793,41.570688
6100,-8.099197,39.824438
6350,-6.910632,40.703224
6370,-7.500124,40.651023
7090,-8.122335,38.384607
7450,-7.435345,39.047839
7400,-7.994567,39.251116
7330,-7.362793,39.405295
7500,-8.773654,38.068001
7540,-8.598649,37.971184
7860,-7.429727,38.128827
7800,-7.855883,37.962491
8135,-8.017487,37.063672
8005,-7.925352,37.077643
8550,-8.591715,37.316171
8950,-7.516823,37.292606
8970,-7.651986,37.419833
1990,-9.095586,38.775951
2790,-9.243391,38.725242
1495,-9.243265,38.706331
2050,-8.882212,39.083798
2100,-8.447527,38.940196
2250,-8.291470,39.425675
2350,-8.550832,39.505520
2430,-8.952545,39.788811
2485,-8.717538,39.545880
2445,-8.997776,39.682227
2655,-9.401047,38.958615
2615,-9.046736,38.912236
2620,-9.180535,38.802701
2640,-9.345791,38.968233
2955,-8.898352,38.639313
2965,-8.716145,38.623792
2705,-9.416684,38.850151
2855,-9.155800,38.618467
2795,-9.240287,38.712214
2825,-9.216980,38.646880
2680,-9.128898,38.809409
2710,-9.393320,38.794410
3040,-8.431498,40.151116
3060,-8.637348,40.354964
3070,-8.754719,40.433057
3140,-8.658459,40.214662
3270,-8.182597,39.934916
3030,-8.371976,40.200243
3450,-8.253151,40.419497
3320,-7.916463,40.084296
3440,-8.115650,40.400579
3630,-7.395075,40.991215
3770,-8.551528,40.515852
3885,-8.626461,40.925526
3830,-8.699863,40.606166
4440,-8.480459,41.199119
4615,-8.143727,41.331712
4500,-8.617537,40.997010
4925,-8.750216,41.759938
4800,-8.267931,41.491486
4860,-7.953925,41.540166
4960,-8.213292,42.049616
4760,-8.558273,41.390600
5070,-7.483558,41.308993
5130,-7.438001,41.118500
5400,-7.419802,41.766502
5425,-7.552299,41.641830
5300,-6.735289,41.770792
5370,-7.193119,41.469223
5320,-7.035983,41.852669
6290,-7.580315,40.501368
6250,-7.313259,40.339931
6150,-7.855789,39.738263
6160,-7.888278,39.926010
6200,-7.462016,40.295202
7200,-7.503774,38.436370
7370,-7.050465,39.026166
7340,-7.243292,39.116826
7570,-8.574960,38.179026
8200,-8.232646,37.133763
8700,-7.810472,37.062043
6285,-7.779124,40.260834
1070,-9.164901,38.731115
1250,-9.153688,38.719763
1170,-9.128177,38.724122
1150,-9.140383,38.723696
4425,-8.557984,41.236752
4465,-8.623873,41.205240
2900,-8.929023,38.521094
2005,-8.758904,39.260034
2200,-8.206231,39.508876
2330,-8.478661,39.464362
2405,-8.895769,39.687898
2415,-8.784930,39.803193
2440,-8.800810,39.655522
2510,-9.189246,39.363330
2565,-9.222933,39.098163
2835,-9.034202,38.641280
2840,-9.081827,38.615417
2815,-9.183600,38.645647
2750,-9.449974,38.711801
3130,-8.619553,40.066779
2985,-8.639639,38.736821
3020,-8.406620,40.279446
3680,-8.243981,40.721079
3870,-8.673447,40.757749
3650,-7.763356,40.872305
4705,-8.458500,41.507315
4595,-8.403579,41.286590
4920,-8.706622,41.917265
4845,-8.149626,41.717694
4715,-8.360181,41.552523
4950,-8.426371,42.027250
4805,-8.360925,41.487477
4870,-7.796993,41.508842
4980,-8.309913,41.806751
4900,-8.838958,41.736863
4910,-8.790814,41.847564
5110,-7.677564,41.094895
6005,-7.466742,39.965773
6090,-7.138211,40.170078
5335,-7.096918,41.755120
5450,-7.623272,41.510969
6120,-7.974861,39.605143
6230,-7.464976,40.129043
6300,-7.245106,40.519500
7170,-7.601746,38.648102
7005,-7.808453,38.537643
7100,-7.613749,38.845411
7425,-8.188315,39.111736
7600,-8.188122,37.887834
7630,-8.597130,37.632740
7940,-7.913482,38.192753
8400,-8.453275,37.125742
8670,-8.800903,37.297154
1350,-9.169415,38.710527
1200,-9.153182,38.709679
2645,-9.396001,38.737743
2910,-8.815854,38.532248
1750,-9.153147,38.779530
2040,-8.901413,39.328900
2000,-8.650247,39.335676
2120,-8.747177,39.014468
2230,-8.169883,39.576834
2530,-9.269257,39.246504
2475,-8.966793,39.417536
2780,-9.313598,38.694975
2830,-9.047869,38.621862
2690,-9.088255,38.842761
3250,-8.395427,39.819237
3090,-8.793537,40.128909
3460,-8.053644,40.525434
3550,-7.655887,40.671314
3420,-8.015221,40.334155
3330,-8.089437,40.102502
4420,-8.542458,41.136962
4150,-8.658543,41.154803
4300,-8.577837,41.151650
3670,-8.139285,40.674970
4660,-7.939787,41.076203
4480,-8.686459,41.371244
4610,-8.198103,41.372336
4575,-8.303845,41.101655
4505,-8.512848,40.986941
4550,-8.303041,41.018241
4455,-8.699515,41.236207
4585,-8.415480,41.156319
4590,-8.354781,41.290562
4475,-8.604218,41.256155
4640,-8.003398,41.148515
4650,-8.228936,41.329207
4740,-8.755700,41.541186
4820,-8.143303,41.473393
4905,-8.696381,41.652669
5090,-7.440725,41.422388
5470,-7.851481,41.775578
5430,-7.305863,41.628489
5350,-6.940204,41.353119
6440,-6.959389,40.884434
6400,-7.110123,40.741882
7230,-7.052210,38.148195
7300,-7.399533,39.269262
7830,-7.489588,37.932855
7875,-7.209411,38.071853
8300,-8.433598,37.220802
8900,-7.519277,37.194346
4250,-8.628253,41.173588
2065,-8.918874,39.208580
2125,-8.663047,39.060162
2140,-8.380335,39.271551
2260,-8.400389,39.481662
2425,-8.857353,39.882084
2460,-8.989327,39.527852
2480,-8.823307,39.558662
2600,-8.967096,38.928628
2625,-9.078577,38.872625
2950,-8.912160,38.582857
2770,-9.293125,38.703105
2820,-9.186732,38.602227
2735,-9.297896,38.768881
2925,-9.008876,38.513391
3100,-8.591148,39.875757
3260,-8.282096,39.925149
3610,-7.762112,41.013926
3360,-8.267572,40.297571
3465,-8.139544,40.550778
3800,-8.636136,40.662336
4050,-8.620398,41.152477
4620,-8.276441,41.289261
4450,-8.692453,41.193842
4630,-8.132207,41.161537
4635,-8.140267,41.205479
4935,-8.784393,41.658535
4850,-8.104716,41.631172
4755,-8.613563,41.494167
4765,-8.397445,41.393989
4835,-8.331220,41.422098
6040,-7.894985,39.438804
5340,-6.906149,41.543334
5460,-7.734073,41.675956
6185,-7.794728,40.020732
6225,-7.732687,40.183806
7000,-8.023922,38.541850
7440,-7.724825,39.212982
7460,-7.626639,39.076017
7555,-8.656984,37.816421
7580,-8.538008,38.403613
7920,-8.041481,38.244055
7645,-8.756874,37.769135
8125,-8.105056,37.090899
1000,-9.139546,38.738644
1800,-9.112841,38.768709
1675,-9.204440,38.777810
2090,-8.570552,39.241120
2080,-8.579983,39.158935
2135,-8.840311,38.829004
2150,-8.511076,39.382053
2395,-8.676106,39.531362
2435,-8.544232,39.741755
2525,-9.310477,39.327396
2540,-9.157916,39.284081
2560,-9.318248,39.115192
2590,-9.160740,38.995133
2635,-9.329918,38.766603
2765,-9.388586,38.710548
2970,-9.124673,38.490437
2845,-9.128867,38.613873
2860,-8.996449,38.652983
2865,-9.087630,38.571418
2715,-9.290022,38.848557
2975,-9.063441,38.551475
3520,-7.842672,40.538752
3620,-7.637102,40.964000
3305,-7.917578,40.245334
3560,-7.673993,40.770278
3500,-7.928401,40.597778
3570,-7.528381,40.781143
3505,-7.822289,40.718200
4410,-8.621799,41.053215
3740,-8.351747,40.724389
3720,-8.472988,40.831534
4690,-8.102554,41.035246
4700,-8.451021,41.572314
4490,-8.757399,41.389477
4560,-8.280278,41.183133
4445,-8.535197,41.229343
4580,-8.362615,41.225123
4470,-8.641756,41.239057
4535,-8.569523,40.985038
4795,-8.380336,41.353810
4940,-8.572128,41.910180
4720,-8.345319,41.651684
4745,-8.590712,41.298015
5140,-7.308013,41.228000
5060,-7.602192,41.267672
5385,-7.168915,41.645063
6000,-7.511760,39.822986
6060,-7.113052,39.900161
6320,-7.026363,40.369589
7220,-7.696578,38.301834
6420,-7.331856,40.787188
6355,-6.916157,40.572046
6360,-7.384991,40.622287
7160,-7.353216,38.768896
7480,-7.912888,39.069686
7565,-8.379163,37.949920
7780,-8.028251,37.704689
7665,-8.483493,37.500910
7750,-7.706604,37.646736
7960,-7.716930,38.168957
8800,-7.732190,37.225115
4710,-8.382425,41.589221
1100,-9.131595,38.712897
1950,-9.112530,38.747777
2660,-9.144795,38.850749
2775,-9.343839,38.692993
7430,-7.644972,39.313313
